Index,True Label,Mean Estimate,Mode Estimate,Standard Deviation,HPDI Lower,HPDI Upper
1151,"0.0,0.0,0.0,0.0,0.0,0.45847000000000004","0.0,0.2738386176326881,0.08901124649572328,0.17225168664239787,0.2961175604237036,0.4645860781967623","0.0,0.3015321966726105,0.0,0.15809374828233794,0.3060825305758037,0.5373599908923572","0.0347633531747219,0.09486916289945259,0.07189595433662038,0.0879783796369171,0.07313979270995935,0.04960554529643886","0.0005755936072253533,0.07194249920189112,0.0001379263784211205,0.01159794963794443,0.1488665066989425,0.38469584461093737","0.1145443457461298,0.4623261234549561,0.2293442614755328,0.3218348814008308,0.4417364933670319,0.5472138243275005"
3119,"0.0,0.11831999999999998,0.0,0.0,0.0,0.0","0.1302492905351952,0.21923499989262996,0.0717640493197156,0.0974081445631701,0.07741198453427785,0.08952379601059693","0.11728563198643141,0.17357010759139244,0.0,0.060550148483832125,0.0,0.06781310336335482","0.08363272412801459,0.0721224758198468,0.05306302927166844,0.07011793135668931,0.06881363278327245,0.06455715204866613","0.001468418456199563,0.1007313683640728,0.0004631578929823329,0.002051919183450816,0.00035198426108714654,0.00019331283747514802","0.30079170518372533,0.370813390224528,0.17325808482036303,0.23362108134897477,0.2141579638641294,0.20557722898150074"
813,"0.33491000000000004,0.0,0.0,0.0,0.0,0.0","0.4822208096828797,0.20399846559219917,0.3066516362184645,0.20359499835441264,0.0814728027058333,0.07495569243594646","0.5229758640588686,0.22175176256322932,0.4200878765663535,0.10465134513141565,0.0,0.0","0.046358468487214345,0.07103256937878447,0.14835074522201727,0.13369795224224182,0.06685926624834633,0.0670439151592994","0.39022434002058276,0.05477716109046414,0.022813014881129454,0.0015459863554601113,4.2275178995866615e-05,0.00043500483268247214","0.5493912831277035,0.32733915601041896,0.5042133890819862,0.4420206702914863,0.22108408086469591,0.21547275341252653"
1288,"0.0,0.0,0.0,0.0,0.13951000000000002,0.0","0.05613601437941443,0.0,0.11861595248103006,0.0986212743776538,0.23292465672516768,0.06366387879252974","0.0,0.0,0.083034853016693,0.09883090248110254,0.23844158733993745,0.0","0.04486847897690564,0.02712542446834977,0.05319257044415993,0.06533949670753496,0.044193718410448064,0.05112939606333619","0.0005901724484532745,9.801676491224684e-05,0.018303115846558315,0.0018984290957029949,0.14666125434704233,1.8551497643927943e-05","0.14404837141878934,0.08915010628167812,0.22511196795246913,0.22052304699791841,0.3185890698012551,0.15292977924248344"
2222,"0.0,0.0,0.0,0.0,0.42155,0.0","0.0,0.06356867951674051,0.06755695953101269,0.13324009264030467,0.4697949597217573,0.1580668481129845","0.0,0.0,0.0,0.0,0.4561955590855699,0.16983546156822127","0.039902633603780754,0.052911243134046486,0.052400516224870304,0.0919558235300282,0.040375563921438505,0.09438650929955679","0.00015594769599577295,0.00019217826712509365,0.0003636785144968011,0.0014967671482026715,0.3984329103759579,0.007102477293709971","0.12898071950031384,0.17421242682169472,0.16411017525855304,0.3056971500503889,0.5431633562968177,0.3168790002436439"
2056,"0.0,0.0,0.48360000000000003,0.0,0.0,0.0","0.1300690536699477,0.1311836467340827,0.45039964468988025,0.11655260876836546,0.1430654200260074,0.11138179093040151","0.0607604462375116,0.12356016242904735,0.47235152730961905,0.08171717088767244,0.07107620372244058,0.0","0.09688568315341506,0.0819044737775464,0.06176880890491358,0.08156088737965596,0.09580368507309393,0.07826634435217752","6.121435116570792e-05,0.001579395857338807,0.33769237771463473,0.0016820856339132126,0.005389807034935688,0.0007544615079974661","0.30640146308182026,0.2821174401414103,0.5489501894011124,0.2773756853470343,0.33458927398206084,0.2561714229383452"
1518,"0.0,0.35938000000000003,0.0,0.0,0.0,0.0","0.149195877208763,0.4261011484567636,0.14156868238869744,0.12473438103322283,0.10405106674964792,0.13338998246774209","0.1591425881563402,0.44417373961606904,0.0,0.0,0.07269200732886588,0.1311134663917764","0.08382513176557355,0.0416599362698446,0.08644770783579649,0.09074813839860685,0.06628582506082327,0.06806307995765312","0.0045176151538144655,0.34667168981387286,7.84810798553562e-05,3.2179072348302186e-05,9.076779859171665e-05,0.007969330069260231","0.2997093819569213,0.5091287112738636,0.29098193231781316,0.29520423224567094,0.22484521652809258,0.2527255963605509"
3394,"0.06248999999999999,0.0,0.0,0.0,0.0,0.0","0.19372735495752405,0.1464043007035511,0.08363368836687157,0.11031304255548131,0.06596820269330322,0.0","0.15444309003666207,0.11812217940247603,0.06413835589669065,0.0,0.0,0.0","0.07313688451950626,0.0750749911046228,0.05519565836012528,0.08792992765443111,0.05509589031650484,0.03892848912569581","0.06247784411388384,0.03154639209518725,0.0006726075850473661,0.0004952012674215847,0.0016189288975878785,0.00018005751002012413","0.3517585377350283,0.3203503049131407,0.1858821489531216,0.306756051478874,0.16768688645814464,0.12408987784327338"
1396,"0.0,0.23608,0.0,0.0,0.0,0.0","0.05851063184853384,0.251344849446644,0.0,0.06484979690441611,0.055329364521554646,0.06366401804914008","0.0,0.25567582733834765,0.0,0.0,0.0,0.0","0.04277309801572864,0.03469259710424024,0.036596574137982694,0.04413920406694854,0.0434144473409692,0.046918214792875994","1.3492701278485315e-05,0.18369808336553667,0.00012085326458457649,0.0005013082897270492,1.5605407361022238e-05,3.206497859117962e-05","0.14165742819104674,0.3207181727688317,0.1192440976663558,0.1448096205172132,0.14026714146107833,0.15529242210946564"
1314,"0.0,0.0,0.0,0.10857,0.0,0.0","0.0,0.05877797528902282,0.06584271269689404,0.18760835241214224,0.08046897557793509,0.054115293027077516","0.0,0.0,0.0,0.18018268169252497,0.0829837605500614,0.0","0.029471140747435447,0.04426529815061691,0.04533581508360741,0.04389175090246891,0.052457198019086,0.04133558072680437","1.422362128179633e-05,0.00015350317138400235,0.0001450583845907893,0.11336227165638336,0.00038140592844747144,1.2090254862494677e-05","0.09866545912203466,0.13978034184367144,0.15590373317413345,0.283262509081793,0.17522176850577115,0.13271887397616391"
702,"0.0,0.29328,0.0,0.0,0.0,0.0","0.061268115146950936,0.3164253348248259,0.0,0.08361116568189346,0.07492683948439828,0.0","0.0,0.300149722745387,0.0,0.0,0.0,0.0","0.05014829274726016,0.038921424420386645,0.033399720410310335,0.056087388628417376,0.057345134163360775,0.03958276273706179","8.132921964371394e-05,0.24152474279523306,6.653003909095728e-06,7.208488065819671e-05,0.0001871055657222779,4.154733608004965e-05","0.1454189594911833,0.3866379317444325,0.10983689613752835,0.18614204970875994,0.1900177016618778,0.12758542563485062"
2248,"0.0,0.54147,0.0,0.0,0.0,0.0","0.11423444009752463,0.5088060246112379,0.10378094207336597,0.09138480745537972,0.08363894341417366,0.12904580035434704","0.0,0.5215625875662351,0.0,0.0,0.0,0.07824759994848872","0.08096970733287875,0.0263458457957914,0.08434660346417806,0.07305290278429477,0.0651026921969367,0.08535309572117765","9.046320779306774e-05,0.46029240003527944,0.00017463886338443916,0.00013573724070792007,0.0002402858058035136,0.00016184777551758638","0.26693508244718145,0.5499315616335444,0.2790079524853527,0.23214925784748505,0.2122916329358158,0.28395089383613886"
1942,"0.0,0.0,0.41686,0.0,0.0,0.0","0.06105131433734577,0.08153262526020102,0.39296894779138836,0.13274489902904282,0.08117743715894718,0.0","0.0,0.0,0.38866512588147367,0.0,0.0,0.0","0.050365579744909794,0.06113883070121794,0.04086045588261939,0.09504468182771363,0.059245116189978284,0.04092036401932429","0.0007874599153991323,0.00010671805259860152,0.3176949868150084,0.001166809919747282,0.00036620740336373376,0.0003776930103257201","0.162432119619588,0.19308158137071246,0.4874577523037428,0.30790094606165314,0.18954914186151822,0.13356247683248476"
3047,"0.10968,0.0,0.0,0.0,0.0,0.0","0.20914911321540794,0.13681508295752304,0.052695264353702746,0.11212819790885048,0.07744005350464138,0.06534096095120137","0.18309991493994787,0.11097700258470208,0.0,0.08482661646542647,0.0835003206437114,0.0","0.06996284309540637,0.07777456983437424,0.04223875564704717,0.07471226001295186,0.05673916589909942,0.04998898648716846","0.10723319157783107,0.027608464166955598,0.0004477367490559494,0.004409901501241002,0.00041732204684594474,3.8747587606239545e-05","0.3825371334077633,0.3251076567325159,0.13963622168705597,0.264066784234672,0.20004506851138965,0.15947862386757514"
497,"0.0,0.0,0.0,0.45514,0.0,0.0","0.08705038212295681,0.0790530034963821,0.27924774545026637,0.5066997556716527,0.31413625402883044,0.08252070127651219","0.0,0.0,0.456350996071622,0.5331309832237336,0.36776681716446896,0.0","0.06546027794470191,0.061983464658518575,0.15080096982073485,0.03441821724854988,0.11200269434877516,0.0649689098528855","0.0005275956676703621,0.00022082847599350604,0.01432526104673924,0.439171753719436,0.08452887740127282,0.0006070361546592716","0.2176575172225772,0.2063377013335312,0.5090381056915007,0.5499021174391138,0.49535583992098287,0.2135649564553183"
86,"0.0,0.09412999999999999,0.0,0.0,0.0,0.0","0.060925402691479065,0.13957218863391954,0.0,0.0,0.0,0.0","0.0,0.13922727404730773,0.0,0.0,0.0,0.0","0.040761263540997746,0.03629237631351702,0.026646555464811584,0.03671505117688507,0.030197179233034763,0.03129648284314252","0.00016178515870061714,0.06505108732102263,4.078335954766922e-05,2.1444710936725766e-05,4.187909129477301e-06,0.001115565768727645","0.13581910333639186,0.20439572981149026,0.09006266400117684,0.12309920633404346,0.10588361723155829,0.10648290452979865"
2152,"0.0,0.0,0.53438,0.0,0.0,0.0","0.05539022624535177,0.0783509791655909,0.5039168871192721,0.1652689136875336,0.07952501684391733,0.0640782317909805","0.0,0.0,0.5289365625107568,0.0,0.0,0.0","0.045666766959018425,0.05873003927187161,0.03416772096552097,0.10878040113168554,0.059054430173598745,0.051375569170958466","8.355157084535594e-05,7.259048650368206e-05,0.4402073227975812,0.00029005819030593995,0.00019943853510133382,1.5821818826408827e-05","0.144077820022114,0.18591821599754416,0.5498583850545705,0.35939990405453437,0.19137843420821313,0.17017204859466925"
3408,"0.0,0.0,0.0,0.0,0.0,0.363","0.1078129435366332,0.08013142381250916,0.29107847480628884,0.1744604726245806,0.2518419934920865,0.4238565104561205","0.0,0.0,0.3703350370628665,0.0,0.25865919753794286,0.4342409546330334","0.09866441697216213,0.06786129108135214,0.11098582679624505,0.10825583670520511,0.11057054382365382,0.05377816633280022","0.00016832357547722567,0.0004102697260600459,0.06503891494695686,0.005629847002824736,0.041277533100995405,0.3299247050650211","0.31972020934976586,0.21538758741388403,0.4762733883217333,0.36377847145313197,0.4616041196992718,0.5239925759130003"
846,"0.40379,0.0,0.0,0.0,0.0,0.0","0.48314821813206044,0.1575877554371829,0.0,0.1698487612177391,0.05460306763253094,0.13782764272379777","0.4765448356912278,0.14485646400620156,0.0,0.19863967203538613,0.0,0.0","0.04101656372256576,0.07769831024056671,0.03614861918771548,0.09264177904218014,0.045032846315780715,0.08455598758301802","0.41118296505945084,0.013977159413753649,2.5172101017913468e-05,0.0004508783048951712,4.469339287994097e-05,0.0014755814083323934","0.5484682402959195,0.2998471881223829,0.11703396948519058,0.32625256979268424,0.14443670485325447,0.293149116650826"
1085,"0.0,0.0,0.0,0.0,0.18180000000000002,0.0","0.06726406222196524,0.0694333457813573,0.0,0.070250921031347,0.24284676456157978,0.05771098047505483","0.0,0.0,0.0,0.0,0.23035574348451315,0.0","0.05701031736831643,0.057061237540977035,0.03587183310273987,0.04871651325995273,0.06766425447408807,0.039095981367126026","0.000557632155190056,0.0006276190394050802,0.00031859450714462513,0.00023917776546569127,0.12573319656183868,0.0011087636921630589","0.170503660558959,0.1869646804642673,0.11706902073542505,0.16034373902604945,0.3808728176488831,0.1298470508175106"
2473,"0.0,0.0,0.0,0.0,0.0,0.45016999999999996","0.07545643028192278,0.13676707558918924,0.09097785159686807,0.1063875068325222,0.17800889098189907,0.4854345445587117","0.0,0.10929841709191729,0.0,0.0,0.15518043943402493,0.4797739184639436","0.06342029205087359,0.08905160346026125,0.06986450373439279,0.06743147009177947,0.09219740151303574,0.04033556263545428","6.436957461848046e-05,0.0005962072167922771,3.915242225739833e-05,0.0036129673783673274,0.00716968606981787,0.41612473538031397","0.19693533784415732,0.3034452381311448,0.2252023807551173,0.23152767643458544,0.33592925494681086,0.5487589298343143"
466,"0.0,0.0,0.0,0.0,0.0,0.28828","0.0656174584927461,0.05657909492218737,0.05928565770407967,0.08433630056601285,0.087787176544057,0.3212520447826147","0.0,0.0,0.0,0.0,0.06515804485326065,0.32294478571455176","0.053256329617547206,0.043408568039806486,0.043172258348612914,0.05815897453402538,0.05589392070749438,0.040538962827367964","0.0001641778900260474,0.0001911724836224133,0.00018244133350179013,0.000709087674849408,0.000970552721151359,0.24264623425841453","0.17896816160970425,0.13837113766440673,0.14400557360550145,0.19626588552353122,0.185452345026199,0.40198688320890447"
2656,"0.0,0.0,0.0,0.14953,0.0,0.0","0.07319590246702566,0.0,0.4678507208164232,0.19475938559048633,0.22521625538669965,0.3399451294796144","0.0,0.0,0.49657949883581776,0.11045696556640727,0.2339112237765099,0.3328898796527799","0.06756914788811938,0.03167498971193689,0.04927761714778273,0.11958524794348992,0.05048404251105718,0.09881941825453086","0.0001294542111683636,0.00018049977500733444,0.37653167213262195,0.008280254044945494,0.1192957164356833,0.13433605075121033","0.2011996604560416,0.10563597645746436,0.5493689931343384,0.4120414899708421,0.32298443936718235,0.5164365358624086"
296,"0.0,0.0,0.0,0.0,0.0,0.26008","0.2070712883379158,0.11045859818381563,0.0980157194187338,0.12540676248631807,0.203042281695841,0.3584561422015166","0.1742193960461214,0.0,0.06852813769221841,0.07821169152032344,0.16619823022689262,0.3636948337348879","0.10635517013292042,0.08476506668938774,0.0640416946746252,0.09021798508071499,0.11992149808503408,0.07592026606905004","0.025966760493404507,0.0031184770977375964,0.003077853126092999,0.0010375458011014132,0.01025960921906086,0.23386844176379418","0.40711293838164003,0.27658363678586967,0.21918410425739515,0.3032741365769034,0.44095812772787474,0.5290374107323205"
1243,"0.0,0.43642000000000003,0.0,0.0,0.0,0.0","0.2320004341957867,0.49607729386190774,0.45423770854883794,0.2235503825059565,0.07209378652639817,0.07780099737089147","0.2449926278872958,0.539104083927635,0.44791120865170636,0.21500022613930775,0.0,0.0","0.11724245389028332,0.036449125395509124,0.05526017731086075,0.09374951022416869,0.060902524064683446,0.06362558881665319","0.00044032970550994337,0.42877847179436535,0.35734588989887106,0.030262455290408687,0.0005916490345652879,9.142129163324982e-05","0.4361917810063692,0.5497855563176426,0.5489701880559983,0.383287101879971,0.19691808784001189,0.2019678078046111"
772,"0.0,0.0,0.0,0.0,0.16576999999999997,0.0","0.0,0.05769187660747903,0.0,0.07537228314971682,0.23121719171213653,0.0","0.0,0.0,0.0,0.0,0.20745395783159612,0.0","0.036391384592548474,0.046814872720530955,0.03210670575132278,0.050633874565817166,0.053001665753383546,0.03462985086637168","3.753288627953307e-05,4.53092396145574e-05,5.2744061974142244e-05,0.00020732180824391838,0.14674429987226426,0.0008342248192301085","0.1175755625201683,0.15273605348623556,0.10798531366468234,0.16948858701368233,0.3449264542661824,0.11510481194054333"
734,"0.0,0.0,0.0,0.52225,0.0,0.0","0.10417540383460078,0.06258940345034425,0.18853724087055318,0.5219601286094752,0.212250281349065,0.06621134418162428","0.0,0.0,0.0,0.5442164605538298,0.0921586285064295,0.0","0.07378165918509835,0.05314608303511412,0.1384728370785089,0.024103799887952256,0.12893400545522535,0.05438794515829409","0.001481479980902652,4.788400642526487e-05,0.0010209642672312088,0.474209811795868,0.005421756328929837,0.00022696156363878546","0.2444492752070617,0.1701156099318947,0.4718631942712198,0.549655936142163,0.4648204879367131,0.1780027259988466"
1991,"0.0,0.0,0.16848000000000002,0.0,0.0,0.0","0.06661176539873194,0.08851784147144899,0.13599775283201884,0.07413717842790268,0.09665367336520943,0.06783420480533772","0.0,0.058600339128852034,0.1626050706662654,0.0,0.056775876096941576,0.05960821213453054","0.0398034818647384,0.046259008242374985,0.04582978119168131,0.05036868807690961,0.0616033276000585,0.048008322749202616","0.007170802579948579,0.01642102239264414,0.05077608985161571,0.0011541966498616683,0.002792552715493907,0.0007313909184974367","0.1408111242706552,0.1790862670502106,0.2244911203310812,0.16752418442478992,0.21709755240158599,0.15854068217903305"
3338,"0.0,0.0,0.36990999999999996,0.0,0.0,0.0","0.14089261969538056,0.1295538889389994,0.4520129707943342,0.11656067553420946,0.06317281210877458,0.139216222535305","0.10152650505895341,0.1185029239941044,0.4637018042916592,0.06805197474930423,0.0,0.14896859238583032","0.06906656729905769,0.051763579073269415,0.052215317017250476,0.08082046682825758,0.045943879178044274,0.08064492881237684","0.0015222441049696184,0.026051033509644383,0.35615812297179744,0.00034957962646197196,0.0004327392798944818,0.0009402451184450252","0.2532534896972836,0.23219806514266614,0.5432764724447047,0.2680223724979896,0.1531271464051515,0.2804752444878793"
2704,"0.0,0.0,0.0,0.1594,0.0,0.0","0.0603113686412876,0.06894406297327925,0.0,0.22359625851618525,0.12781970730070533,0.0","0.0,0.0,0.0,0.20258575376951088,0.08189662219545027,0.0","0.04660136958472147,0.04902535731859691,0.03475748758188748,0.036846150131511726,0.06770738761131603,0.035532449290644204","0.0004316136989292566,0.0005762047010864924,0.0008805531180234116,0.1543505594503411,0.012528576784561238,0.00017280577838686524","0.1342094969074332,0.16844549257757127,0.11872791511095032,0.29650323074088714,0.2456564476303615,0.11672197327970714"
