Index,True Label,Mean Estimate,Mode Estimate,Standard Deviation,HPDI Lower,HPDI Upper
2235,"0.0,0.0,0.0,0.0,0.0,0.15905999999999998,0.0","0.025313276923695362,0.026485089095759553,0.10939896755540558,0.31642804230431837,0.0870925145339913,0.37398368918332614,0.033682064915627793","0.041733780939718884,0.012573309543363206,0.11221842083865297,0.32836576796949823,0.053454049683567886,0.3777998539892274,0.03059888891296779","0.0141516870288487,0.015115344420031603,0.04799299350619733,0.07080430242757894,0.049144928297028496,0.07160620719301786,0.022714307027929866","0.0017338784500417798,0.0020645734203094583,0.011290534905607623,0.1310111068295792,0.0008052704620352673,0.20423689577979556,3.1672057183428495e-05","0.048497601166748866,0.04994855159573852,0.1939567096175709,0.4251846545618454,0.173509145227732,0.5065224238462487,0.07521828264150772"
2275,"0.0,0.0,0.0,0.42467,0.0,0.0,0.0","0.29660110611509255,0.22157801751136677,0.4669556788965864,0.508070860806554,0.059726942259663234,0.13730263398427106,0.15726133763525701","0.32036963841196764,0.12605479551871715,0.5445237603363353,0.5463398252346905,0.03619360838699391,0.10310990853095627,0.14926066967817447","0.0731833149830778,0.1275098812169028,0.09728439702555819,0.04201712323748051,0.05220321744665403,0.07190492391234761,0.07943505144852334","0.1409959674074037,0.005907497760395578,0.24646519879814485,0.42243531661558636,0.00010695451858640851,0.0025389249422725605,0.0012007924167313421","0.43161681119358053,0.46687231123857126,0.5499920008794994,0.5499977530899518,0.16351639424760392,0.2668127439695643,0.3000738668516494"
1649,"0.0,0.0,0.0,0.0,0.0,0.0,0.07818000000000003","0.06566144693517766,0.08658102123873804,0.061503324990849796,0.10908540901411727,0.11598131853776851,0.3457705279511321,0.44390523768442836","0.014491069241310633,0.04081829440761286,0.029328144865184924,0.04787812424639189,0.03737095083619357,0.4123686020507229,0.5446589095410863","0.053413366273031504,0.07834308218864115,0.04964968288982745,0.07144486871616695,0.08656313721549778,0.135092202004418,0.09184768280670202","9.230426364780575e-06,1.0872659819382807e-05,0.00018936288730268976,0.00035592654122703715,0.00047636372250434725,0.056723506850648635,0.2623909536885988","0.17340486178902104,0.2503359366472529,0.16139549428607008,0.24380828368675983,0.27463000677462485,0.5463063853467353,0.5498360509601645"
2778,"0.0,0.0,0.35658999999999996,0.0,0.0,0.0,0.0","0.07295043989314264,0.06980824153113238,0.3134873949356406,0.06508417495402948,0.044232858391976056,0.05326264013667603,0.047100575155013764","0.06895938666956643,0.002221450994512623,0.3533469384305118,0.04707067709173715,0.03080452708355587,0.026868970648917037,0.0382574939295157","0.03919532913136986,0.046158503084991157,0.07811079351255067,0.053979554512316306,0.03213666452985822,0.03893946889362729,0.03200384638659172","0.0013641835860403345,6.000783263974256e-06,0.11506483196053674,0.0010906991247629561,0.0006386452799367593,0.0002747696531667147,1.0339839417540689e-05","0.1427447200468051,0.15599098579012158,0.41689580635680007,0.1836416768309692,0.11051079489150412,0.1280358249018505,0.10690774405970123"
2854,"0.0,0.0,0.0,0.12342999999999998,0.0,0.0,0.0","0.03886341955820517,0.1325331146110296,0.0982729378080591,0.25435825304830956,0.14612214103801252,0.16513535441551874,0.035322121774934837","0.03491295567160143,0.19293979524639782,0.04757234450365161,0.28736743716391666,0.21782839500024376,0.14262442858184354,0.043350860778791495","0.027617308255798285,0.060326909922188914,0.07167540669969603,0.06976409564608003,0.0862965865880479,0.08588766147595056,0.025511291479190377","0.00015386592971344863,0.014917717375726797,0.0016679741929545935,0.11057147321216751,0.00016391833055529772,0.008717428158266831,0.00048674678742340136","0.09329074927350499,0.23248174789359335,0.24109790240262693,0.37909901103311894,0.2880689277554451,0.310328742381904,0.0850638818511963"
1710,"0.0,0.48214999999999997,0.0,0.0,0.0,0.0,0.0","0.05344441992244187,0.438313280034444,0.038676038595771935,0.04029358919171021,0.03710544373464488,0.034919142140982504,0.04848716581296997","0.02151111323500172,0.4293443545957786,0.03045965002621204,0.042084786014360706,0.04787904855893105,0.04051448261306174,0.045657133031982974","0.04156339053971377,0.025442512126206334,0.034401172064672074,0.0302454130518838,0.02997305386575266,0.025277206872445245,0.03999122142159588","0.0012318069695853209,0.38849935075823516,4.960637785056578e-05,0.00041575452188254283,1.928504886086821e-05,0.00030270424469004437,4.9444229325186177e-05","0.1374860595817363,0.48510156495474355,0.10746621465575967,0.10620390624912224,0.09958001934035128,0.08443134791939458,0.130676662347119"
2691,"0.0,0.0,0.11852000000000001,0.0,0.0,0.0,0.0","0.0671567737546105,0.18458609574185533,0.06448875726879585,0.3173812431005001,0.0961697867132238,0.1787876208946077,0.055319557512083145","0.04213121466411475,0.20505263610389418,0.0213754977949092,0.3255853143752751,0.004111973711124615,0.25457108219565794,0.009820243458902644","0.05240887871170124,0.06866268819731186,0.05878967359312882,0.08728907390543142,0.08230016823320051,0.09860445122247029,0.05433804927113953","6.943977038247409e-05,0.051543961258162525,0.0004047782202946449,0.13833415502565957,9.35517174935759e-05,0.0009009414377465705,0.00031496056874610043","0.1625868087736512,0.29847866529293104,0.18756915922506873,0.5015443198782218,0.2661054274750786,0.3435509413661444,0.17570248795345933"
2973,"0.0,0.0,0.0,0.0,0.48806000000000005,0.0,0.0","0.05945850928841702,0.04917200526958243,0.053412781628057175,0.06046834362172898,0.5044647552294503,0.12674244366826912,0.03427177114005026","0.04175417496309382,0.002868397548971457,0.002892082184543681,0.027281692714278525,0.5433535695803986,0.02791176631635811,0.002150896822598565","0.036715396965635985,0.041636777555281945,0.04774191520187249,0.06850279058008724,0.03617554842580731,0.08923968725379242,0.02809022115540165","0.0008698981821950875,2.4866222628395688e-05,1.5523774020793623e-05,3.4178213816093666e-05,0.43188939760851014,0.0012976420167535472,5.1371062861294695e-05","0.12655650532178453,0.1340152392347165,0.15567438685952717,0.15122333475633196,0.5499771120675779,0.275688025657531,0.09109017587207922"
1387,"0.0,0.0,0.0,0.0,0.0,0.0,0.20579999999999998","0.03281093803177935,0.057217840159648974,0.12325038973529956,0.2574192889154738,0.045744170901847965,0.10297857111822009,0.4957472309230316","0.00551989174881967,0.04113642132688886,0.02093449119372123,0.005596469916032224,0.03388815917857713,0.08754195637845358,0.5459632861390927","0.024331216611253044,0.05108413348854382,0.09631852934460192,0.14321136691697636,0.03932064978459423,0.06801006957180909,0.0496049260502169","7.267412874816449e-05,8.375274293889521e-05,0.00038641707581211186,0.0006420758571332954,5.4593806692626195e-05,0.00013722736982588014,0.40537599963291476","0.0827263017335268,0.1543619622157534,0.3056907711177085,0.4720796117988254,0.12690340579083775,0.22890742904367958,0.5498971019954246"
1816,"0.0,0.0,0.0,0.0,0.0,0.25210999999999995,0.0","0.04715435132953304,0.2384860128320284,0.07030945933661494,0.11985292480494307,0.10312868254154614,0.33544229789535707,0.1713631433225821","0.04195640809139206,0.312723070371938,0.029023759083675917,0.03573740600728907,0.03649270787420135,0.3392087710893842,0.16298291160036354","0.03494657262693674,0.12552472524027364,0.0615324675905676,0.09757331843937991,0.10185119635737629,0.07552883567741527,0.10369723703159249","0.0009772737952195428,0.004963996336960431,4.2301084908042674e-05,0.0004379755582367938,0.00025381988400683856,0.17892369532792005,0.0035938394023455563","0.11635857062274173,0.4180717045901521,0.18945742704584093,0.31281863026385337,0.3262780682699697,0.4819019435068281,0.35963543849370383"
2417,"0.0,0.0,0.39605999999999997,0.0,0.0,0.0,0.0","0.05420479937772949,0.0541853103063056,0.3320734053341741,0.07682331749744974,0.04583085124010176,0.056935049866259316,0.0356815292976713","0.028091277410806473,0.0058964424589857106,0.3409032973988116,0.04700813161082449,0.017373344797432005,0.008573965290423619,0.024886191233337823","0.035870565204289516,0.03926032988303197,0.07558244047560528,0.061225839092294086,0.03389796850315043,0.04526180204392724,0.027204506266068375","0.0010470795083294057,0.0015217612141486371,0.11294990972549199,0.0026611699127457597,0.000166906739207958,0.0003505007217868012,1.1093037670011123e-05","0.12203233974568382,0.1277328988061944,0.42786977782537505,0.20025753643631916,0.11343237157316526,0.14628030661831348,0.08430351089851243"
1913,"0.0,0.3065,0.0,0.0,0.0,0.0,0.0","0.04979850804718,0.2761928223736956,0.04859210747257491,0.03658342450232631,0.09327363127053304,0.0310573354778839,0.02525851263952204","0.048571643552239786,0.2790176883977004,0.024998372020137757,0.023646291662893983,0.0941311128429538,0.04722714939520539,0.008246334161170666","0.031134307504709392,0.01834879166915473,0.03472407781199411,0.025333726498199056,0.04254435710929526,0.017679266217017868,0.014655900418596325","0.00040757684495097083,0.23913162798922408,0.0001896497968262895,4.426563744214359e-05,0.0022508795639205113,0.0011318052860198147,2.760391596230387e-06","0.10571093149842826,0.31178994426810064,0.12066592386534974,0.08695179607125827,0.16545058642198446,0.06114886885073199,0.04773665908571925"
2215,"0.0,0.42361000000000004,0.0,0.0,0.0,0.0,0.0","0.040721539115355795,0.396730190386734,0.04150119439643845,0.026538009506711625,0.06087674766946269,0.029907907648329245,0.03074549189898492","0.02843323151375414,0.4039696290902298,0.04600958233023639,0.047078042037832224,0.02001606975850368,0.043268268327900455,0.044104055788721605","0.027100845475465207,0.016218096533066526,0.030460708710936757,0.014624566146775984,0.049812428109694065,0.017770440752941884,0.019651689176040817","1.1674438505617505e-05,0.364210140972066,0.0006501230002856617,0.002357426236693683,5.7148470290575664e-05,3.997878826370344e-05,0.0002444037942511398","0.0921282687046032,0.4255095938910413,0.10295704977539775,0.04991167535299379,0.1717848707812655,0.05691659543683629,0.0658070876799657"
3275,"0.0,0.0,0.0,0.0,0.0,0.0,0.34209","0.029686139605539664,0.049647742987297704,0.12526832943610652,0.2186086567637704,0.04281407975747776,0.11196032494876076,0.4999438591396351","0.03700506939440428,0.04026400317049439,0.02095480644372165,0.0056483183782022215,0.03571067259628474,0.070739622908353,0.5453800908811587","0.021277011454808422,0.05025045983012831,0.09526170370476049,0.13778724681214904,0.03735403950371569,0.0667062759553566,0.04447730620655864","6.458242248503095e-05,0.00012703691076560832,5.833460774933071e-05,0.0002523531299126125,2.292763822375778e-05,0.002304431626527906,0.41402204802796455","0.06958686334207428,0.1359694607233488,0.304022601493513,0.4364504241125547,0.12144043672764174,0.2329629692850611,0.5497980123653611"
745,"0.0,0.17519,0.0,0.0,0.0,0.0,0.0","0.038880845877199526,0.20416888960030227,0.05705830791600976,0.050578326805771366,0.06436561001671628,0.02666779572016402,0.025651751378176227","0.031003041562234622,0.20565719930283316,0.04872326561784425,0.011278313251341671,0.04146034441787015,0.046836641910233394,0.025736177453552275","0.023686884908118183,0.02673483783872912,0.04084880775638272,0.03749648161141248,0.05106221560180395,0.015360549413525083,0.013884749198356658","0.0003160256034314051,0.1526555461870585,0.0002519078128358537,4.9461316852694716e-05,0.00013700403947590654,0.0010090278266372196,0.0023315142008593468","0.08235624357222383,0.253945841613126,0.13796661420276252,0.12073113043056098,0.16389411015646146,0.04926896981734933,0.049194048621460075"
