Index,True Label,Mean Estimate,Mode Estimate,Standard Deviation,HPDI Lower,HPDI Upper
1894,"0.49278,0.0,0.0,0.0,0.0,0.0,0.0","0.503425307303218,0.26079137775111993,0.05126513704308979,0.0,0.19742557320778728,0.0,0.0","0.5165367943292023,0.36220993183973726,0.0,0.0,0.17081036162737107,0.0,0.0","0.03057917266827288,0.12038765573612147,0.051310803453905506,0.035875469253472715,0.08652583659941455,0.017342305642144534,0.0479346980972088","0.4501315942168461,0.008309356182184778,0.0001311631066477076,0.00012612186100197304,0.026599194876176745,0.0004227407623288481,1.984819965836539e-07","0.5492585209668256,0.42098370246144895,0.15019567117610713,0.10677160498725938,0.3630721203419732,0.049863062210406074,0.13757802716124723"
1825,"0.0,0.0,0.20335999999999999,0.0,0.0,0.0,0.0","0.0,0.10617961874414837,0.1073352241336986,0.13592960566668705,0.07911227489080727,0.0,0.0","0.0,0.08747128553184629,0.0974227790186315,0.14875066732105363,0.0,0.0,0.0","0.022053011775181392,0.03314301061702348,0.055905330407041195,0.0494628664806005,0.05712283965335681,0.024374819099411454,0.015577311412132411","0.0005911870044694736,0.04852481184805156,0.0016648736273399741,0.039138273325109024,2.6411602339179367e-05,0.00012193878504936594,0.0014850289504805749","0.07873664060154598,0.1746635954897773,0.20103948672718855,0.2266311051921363,0.19604114607907525,0.07897808343121186,0.04990634226661809"
1211,"0.0,0.0,0.24392000000000003,0.0,0.0,0.0,0.0","0.08148241965282704,0.12456681664524653,0.1622055002181789,0.20095720907460093,0.0599715245888307,0.0742627262970734,0.05498582221823365","0.07605091454893781,0.14485445620635665,0.1098602451515274,0.22762997096583631,0.0,0.0,0.0","0.0540494388809532,0.05391223102271074,0.09958640202131072,0.06211951660818137,0.046994351694970425,0.05062785320361096,0.04347920489315544","3.990567088747281e-05,0.0009428866500026666,0.013206200582748568,0.05656562416772022,0.000364595496501162,0.0025458817847975384,0.0003521426381605402","0.18654740245966625,0.20260330286580838,0.35555373970255,0.29751930357481476,0.1565579023718,0.17232983924613995,0.13876742693449914"
1216,"0.0,0.0,0.23032000000000002,0.0,0.0,0.0,0.0","0.050311182626619044,0.12412712464452598,0.14131517960106996,0.17154562620241998,0.08268531983064392,0.06429895831168712,0.0","0.0,0.13140277023681612,0.16479076162707512,0.1956104157517261,0.0,0.0,0.0","0.0323786540794449,0.04582981735179979,0.07843164125480055,0.05535983061941029,0.058472125166771804,0.04566080969322964,0.024460225134225008","0.0009150751031429595,0.02722458284914137,0.002858777120626045,0.05588013879657813,0.0003547655331666276,5.6477943894479506e-05,9.134315579376681e-05","0.1118652740832732,0.20093211717187984,0.2735951171898039,0.27000121842701774,0.18547913944586714,0.15321731708665084,0.08165094278061649"
2531,"0.3621,0.0,0.0,0.0,0.0,0.0,0.0","0.3546783406222621,0.0771297262617953,0.0,0.0,0.0,0.0,0.0","0.35293020975702827,0.0,0.0,0.0,0.0,0.0,0.0","0.022215034965218605,0.0506355956216988,0.019271732833393604,0.022599266387414656,0.02900239908635513,0.014437515483748284,0.02665683502773221","0.31205946186824823,2.6798966428699413e-05,4.873181755168635e-06,0.0010199709379428235,1.1939810137971638e-05,0.0008134413738537062,0.0002345944034801456","0.3967578129594995,0.17104645449677502,0.06620677816687813,0.07862319719905857,0.09316315631737458,0.04749161879506698,0.08833325968087022"
543,"0.0,0.0,0.0,0.26671,0.0,0.0,0.0","0.0,0.0,0.06414552521243855,0.2674693853982869,0.10174472139408196,0.0,0.0","0.0,0.0,0.05125609762887365,0.26085263989043,0.05435685522316177,0.0,0.0","0.015103498893528355,0.01888569321375769,0.03757748772197974,0.028446280393996364,0.07541924029642857,0.02461041506797499,0.015697987839309223","0.0009784557232368678,0.000285640885986276,0.0009760975722715123,0.21132139569550754,0.0006260913412217258,0.0005220864967655422,0.0011533448250594127","0.04916842667491387,0.06454902054185797,0.13253607739648443,0.32250637934834164,0.2381844223236061,0.08136691809678553,0.049598123522196974"
426,"0.0,0.0,0.25434999999999997,0.0,0.0,0.0,0.0","0.056268535518091106,0.11885629692610478,0.1611801580830553,0.1516117157474249,0.06636706807792303,0.05275085571833208,0.0","0.0,0.13265412519638875,0.14356133937127372,0.1870862524309918,0.0,0.0,0.0","0.03511650264601606,0.048500616552634164,0.08005440561655734,0.06173136522503635,0.048648928351800576,0.04383928067928202,0.0243409329615818","0.0015683046612735652,0.016811624942255913,0.018068283544958774,0.015860120465612422,0.0003268350853814317,5.823579763670073e-05,0.0002722342984550036","0.11931259879308431,0.19826401484480047,0.3012050152338077,0.24020481628019524,0.16214146953487857,0.14086581534846288,0.08381944349011902"
3466,"0.0,0.0,0.0,0.1956,0.0,0.0,0.0","0.0,0.07045330506271578,0.1337675976591753,0.23049527242438586,0.24925231236968576,0.08504893938107984,0.1709393954771216","0.0,0.0,0.17702378487808373,0.1704661140378244,0.0,0.0,0.0","0.02404297199349911,0.07724961205341473,0.06780526174384247,0.14415904910302996,0.1831970500634419,0.07077538989996006,0.17613201245388702","0.00039398559431535064,0.00040699727325458094,0.0046228240682979664,0.000571202294749113,2.933631846890709e-05,0.00020352455719864861,6.760601420164461e-05","0.0765114677335031,0.24358961699123882,0.24769152107825504,0.46525443753477447,0.5046357802605548,0.22537256188567506,0.5044505423939041"
1770,"0.43392,0.0,0.0,0.0,0.0,0.0,0.0","0.4056132679905585,0.07637922680337633,0.0,0.0,0.0,0.0,0.0","0.41164968024515713,0.060951576617629656,0.0,0.0,0.0,0.0,0.0","0.023912913910527734,0.04853712403415173,0.017529797874370444,0.021076999589435697,0.037136347458594295,0.015892553214840177,0.030828617517100296","0.3562008103507186,5.350833543388484e-06,0.00010384050793429535,5.1649642837812075e-05,0.000166628278021225,0.0013622825008405943,4.1501313824266806e-05","0.44919698461623364,0.16416191399743027,0.0529839893548672,0.0634110934690968,0.1197665461733955,0.04986587960993648,0.10499308540803569"
1931,"0.0,0.0,0.0,0.0,0.44037000000000004,0.0,0.0","0.05121799153775454,0.05733273042536731,0.05525087695033533,0.054578390105103264,0.5061908511180776,0.10084277444888998,0.0","0.0,0.0,0.0,0.0,0.5430049678046271,0.0,0.0","0.03640843923674646,0.043811514290134974,0.04524765979720245,0.04848858267445774,0.03375856536443296,0.07220495322894789,0.035906451500408526","7.861317701812634e-05,0.0002523116655970694,0.00010289950741266349,3.2634389170965342e-06,0.4414674369972344,0.0004688087726611882,2.15934537904087e-05","0.12103973776200035,0.1425889961584717,0.14851756102319086,0.15165618403754705,0.5499860685359916,0.2394203368482656,0.11760289902148562"
3089,"0.0,0.0,0.0,0.0,0.3498,0.0,0.0","0.061222849656037207,0.07409242642568996,0.07190606972928512,0.07371096965129036,0.4632324201000123,0.11470032331755647,0.0693501634225845","0.0,0.0,0.0,0.0,0.4791972261605211,0.0,0.0","0.038346550833601334,0.05459575208893329,0.0638314605339417,0.06449689445416551,0.07945310461240808,0.09104299489608696,0.04954921111225076","0.0012025107106403321,0.00010715488179905932,0.0003253990016006718,2.0191168836083753e-06,0.3522595871417281,0.0003887002796783257,0.00045090539059351205","0.1336502475410344,0.18332610383736558,0.1997990487881352,0.20247080293456174,0.5498180196503947,0.2830416082744784,0.1660529714662832"
2947,"0.0,0.0,0.0,0.30628999999999995,0.0,0.0,0.0","0.07640318426471493,0.11220789783902521,0.09854744377853188,0.33991140300817996,0.08574007828690493,0.07165736081381895,0.05708890662361089","0.0,0.0,0.07225685229251409,0.32309591809941196,0.0,0.0,0.0","0.10089299432460608,0.13779227355817744,0.10050744631287474,0.0804257711460005,0.060529832865171156,0.06432116639037601,0.06240460745821505","0.00028862858845456185,0.00034226210746154267,0.0008829115744359526,0.25534144912156387,0.0011647431831919555,6.685539398093895e-05,1.5539192290418166e-06","0.33044687168209264,0.48884691934469,0.3317428002462691,0.5418236361487,0.19254546534880695,0.20658045302206757,0.1872119972857982"
2813,"0.0,0.0,0.0,0.0,0.0,0.0,0.52084","0.0,0.0,0.11769205008092429,0.22847212289543295,0.0,0.11093521428466079,0.5048076064480193","0.0,0.0,0.0,0.36655303013981366,0.0,0.1041556650042865,0.5458529811403912","0.019069539650565775,0.031501087885095265,0.08357557610286699,0.1406331985847443,0.036471502334551785,0.06502490181258844,0.04530592380786864","0.00013756672790747208,6.62646481138854e-05,2.2490601890403562e-05,0.0006222575729968625,7.659479439610627e-05,0.001177660207590831,0.4161602112870689","0.05910786199051475,0.1028564706519593,0.26786140067600067,0.4326185300715257,0.12027487267867079,0.22936406351905209,0.5498644854615418"
2311,"0.0,0.0,0.0,0.09222000000000002,0.0,0.0,0.0","0.0,0.14574875205199672,0.09756553225674673,0.27184545339027016,0.1754621011191477,0.16222238173790976,0.0","0.0,0.16582856468796978,0.0,0.26604170426373147,0.23867519598743078,0.10289458022583345,0.0","0.03181841634821909,0.0663685943840953,0.07589732464594909,0.08663321149704088,0.10022345013638691,0.09133143308353069,0.03007321015670915","0.0003229121283997222,0.0020226947432794165,0.00114308374738601,0.08261120821620217,0.0019295467686822846,0.009936723515541429,0.00035063640294228987","0.109931228221024,0.24181106266455588,0.25310987884751607,0.43284834850420284,0.32847126149606776,0.3329433789790449,0.0962560664048782"
2666,"0.0,0.0,0.0,0.0,0.53822,0.0,0.0","0.0542578899585264,0.05438675051857831,0.0,0.0,0.5167982477603841,0.10959403663658004,0.0","0.0,0.0,0.0,0.0,0.5477182967147649,0.0,0.0","0.03628763659287532,0.03987264141004838,0.040797318860746216,0.039722239234627386,0.028072773949008572,0.07625684892316811,0.023287403096419187","1.9402034898743307e-05,8.501577494961858e-05,0.0002174765286567314,1.9040145622688997e-05,0.46115448196698944,0.0004623875484593305,1.7230877640687468e-07","0.12310257923814975,0.13407373883333687,0.13352545442483346,0.13386224817645212,0.5499523724044125,0.25203861135761874,0.07444457911576924"
2202,"0.43950999999999996,0.0,0.0,0.0,0.0,0.0,0.0","0.3965815869467262,0.07964093377977327,0.0,0.0,0.0,0.0,0.0","0.40241445454613217,0.0,0.0,0.0,0.0,0.0,0.0","0.02705446299262491,0.05632330198292132,0.019785619960768382,0.028822057818336366,0.030245922298443268,0.015575228817329043,0.031315746111371834","0.3423400578510895,6.676046598409316e-06,7.14467283673788e-05,0.00015735458606869334,0.00029107251039383063,0.0020172946782508546,3.0631881163007685e-06","0.4493917035909588,0.18793449614918284,0.06562121953686681,0.09603765731881383,0.10013184711142056,0.049728556478892905,0.10523422778274388"
621,"0.0,0.0,0.0,0.0,0.22801,0.0,0.0","0.06146716489485997,0.06814938327947109,0.05442685884021707,0.11151308644890978,0.10285584260215441,0.3281876304693825,0.44370006636648723","0.0,0.0,0.0,0.07873928506508579,0.0,0.4564607258733736,0.5445011058004413","0.054111965280015814,0.06310098566121157,0.045722387547312546,0.0741364824384739,0.07907404469117635,0.16504427854238674,0.09747110617436415","7.416919976328657e-05,0.00010506825216358441,0.00020078067766506836,0.00023263898886548222,3.8547010933216086e-05,0.03332730424443216,0.2511039583193157","0.1777869579628222,0.20567562291226132,0.14918748275432356,0.24698294334471319,0.2551976057034728,0.5498439331820276,0.5499653367447628"
783,"0.0,0.0,0.0,0.0,0.43733999999999995,0.0,0.0","0.0,0.060970276947033275,0.05545161037506127,0.060428598744914276,0.4896881181786215,0.11040925442938679,0.0","0.0,0.0,0.0,0.0,0.5334793441536083,0.0,0.0","0.03458439609435602,0.046174329796803956,0.047763010935924,0.05052035627672435,0.08663721614898354,0.0943970466940981,0.03407176165154282","9.897019446378392e-06,5.4554596131278015e-05,0.0002314661462019361,6.632615513720654e-05,0.41370676633485504,2.56101146758685e-06,0.0001971009358718478","0.1133317959202791,0.15057513854798538,0.1541405673868579,0.1573387478234436,0.5498427007257952,0.27227885179909433,0.11516899868123508"
1280,"0.0,0.18094,0.0,0.0,0.0,0.0,0.0","0.053323833130957635,0.20093694220882902,0.0,0.0,0.07845539112401544,0.0,0.0","0.0,0.1975717438697393,0.0,0.0,0.05357994524057203,0.0,0.0","0.033876943072864346,0.034431231723594,0.0378364962380802,0.037578523358085716,0.061295685379908524,0.030327373922647866,0.017295489659560105","6.441916482510563e-05,0.14064974203942932,0.0001181056340637367,4.1592055670092184e-05,5.550745021859854e-05,3.893465467355384e-05,0.0006401305788705645","0.1155182596076501,0.2676493279463919,0.12217146170876474,0.12141861091483012,0.18935565320267034,0.09911227677726692,0.04999169738225644"
1675,"0.0,0.0,0.0,0.0,0.40456000000000003,0.0,0.0","0.0,0.0,0.0,0.18035506127752166,0.49079891199632536,0.1539304484422731,0.0","0.0,0.0,0.0,0.2010209881573107,0.5239019763773659,0.17247351906146646,0.0","0.015166437247322613,0.021306654281397892,0.03362025507212365,0.10024298607095265,0.04009956600970656,0.0740266819202952,0.0212991562454965","0.00041000122770727806,5.6390204143866125e-05,4.220515703374881e-05,0.0010384046262233808,0.4133933454212824,0.0154214504113029,0.00016783591041209854","0.04837960061389056,0.07095446610825112,0.11084163290524118,0.3280646914233744,0.5489407310025008,0.28301282669485134,0.07095146205742854"
1390,"0.0,0.0,0.0,0.0,0.0,0.42633,0.0","0.0,0.060333315162667565,0.05889775995621687,0.0851332615361694,0.11993118919049284,0.46572008607195414,0.17999000817480743","0.0,0.0,0.0,0.0,0.05791308716366772,0.4805388822835498,0.10042078849417665","0.029027799107824562,0.05160583559513643,0.04792815706136364,0.06816549895723188,0.08332931209133414,0.05156805642541372,0.11282322384800053","0.00026054806898461076,0.00019578685743268666,8.562802097763495e-05,1.6105861560158147e-10,2.926176416127817e-06,0.36662479881444615,0.0003207533736756338","0.0962331718302192,0.17094463721287173,0.155053831124589,0.21594014550001298,0.2744916048051043,0.5497114632436645,0.3783864931844235"
2346,"0.35323000000000004,0.0,0.0,0.0,0.0,0.0,0.0","0.32757052549883264,0.0665096600771164,0.0,0.0,0.0,0.0,0.05909453675412725","0.3154296570172378,0.0,0.0,0.0,0.0,0.0,0.0","0.031359991061688484,0.05297996325196173,0.02746694418650082,0.031055071951012803,0.021904672118937662,0.01623592560981267,0.041655167356389244","0.26654636430526196,0.0004127447141130447,1.1118700294087999e-05,1.660206861917244e-05,2.406294314615792e-05,0.0008695872243941414,3.0946604828038535e-05","0.38538161788967135,0.17377174284886873,0.09376229203577105,0.10532647457212727,0.07126146657035883,0.049932960428311156,0.13999369533001677"
